"","genus_species","species","genus","family","order","publications","citations","journals","years_publishing","x","y"
"5017","Saimiri boliviensis","boliviensis","Saimiri","Cebidae","Primates",183,2361,94,61,-68.13872,-12.16644
"5018","Saimiri oerstedii","oerstedii","Saimiri","Cebidae","Primates",27,580,15,45,-84,10.00616
"5019","Saimiri sciureus","sciureus","Saimiri","Cebidae","Primates",1519,41157,456,92,-54.60093,3.803328
"5020","Saimiri ustus","ustus","Saimiri","Cebidae","Primates",15,331,11,38,-62,-9.001382
"5021","Saimiri vanzolinii","vanzolinii","Saimiri","Cebidae","Primates",13,119,11,15,-65,-3
"5022","Salanoia concolor","concolor","Salanoia","Eupleridae","Carnivora",4,74,4,12,47,-19
"5023","Salanoia durrelli","durrelli","Salanoia",NA,NA,1,4,1,5,NA,NA
"5024","Salinomys delicatus","delicatus","Salinomys","Cricetidae","Rodentia",5,24,5,11,-65,-30.02017
"5025","Salpingotulus michaelis","michaelis","Salpingotulus","Dipodidae","Rodentia",0,0,0,NA,67,29
"5026","Salpingotus crassicauda","crassicauda","Salpingotus","Dipodidae","Rodentia",2,3,2,21,103,46.03618
"5027","Salpingotus heptneri","heptneri","Salpingotus","Dipodidae","Rodentia",0,0,0,NA,NA,NA
"5028","Salpingotus kozlovi","kozlovi","Salpingotus","Dipodidae","Rodentia",2,8,2,17,81,37.00658
"5029","Salpingotus pallidus","pallidus","Salpingotus","Dipodidae","Rodentia",0,0,0,NA,NA,NA
"5030","Santamartamys rufodorsalis","rufodorsalis","Santamartamys","Echimyidae","Rodentia",0,0,0,NA,NA,NA
"5031","Sapajus apella","apella","Sapajus","Cebidae","Primates",185,918,95,22,-73.44336,2.559162
"5032","Sapajus cay","cay","Sapajus","Cebidae","Primates",16,62,16,12,-56.33092,-22.43126
"5033","Sapajus flavius","flavius","Sapajus","Cebidae","Primates",24,98,16,8,-35,-7
"5034","Sapajus libidinosus","libidinosus","Sapajus","Cebidae","Primates",110,944,51,11,-48.19742,-17.036
"5035","Sapajus macrocephalus","macrocephalus","Sapajus","Cebidae","Primates",193,959,99,22,-73.88699,-2.337369
"5036","Sapajus nigritus","nigritus","Sapajus","Cebidae","Primates",61,378,44,10,-48.76998,-23.9074
"5037","Sapajus robustus","robustus","Sapajus","Cebidae","Primates",5,16,3,7,-40,-18.01135
"5038","Sapajus xanthosternos","xanthosternos","Sapajus","Cebidae","Primates",21,103,19,9,-41,-15.00234
"5039","Sarcophilus harrisii","harrisii","Sarcophilus","Dasyuridae","Dasyuromorphia",387,9412,176,58,147,-42.03145
"5040","Sauromys petrophilus","petrophilus","Sauromys","Molossidae","Chiroptera",3,29,3,21,16.5002,-21.02348
"5041","Saxatilomys paulinae","paulinae","Saxatilomys","Muridae","Rodentia",3,11,2,11,105,17
"5042","Scalopus aquaticus","aquaticus","Scalopus","Talpidae","Eulipotyphla",51,619,40,83,-88.01874,37.08014
"5043","Scapanulus oweni","oweni","Scapanulus","Talpidae","Eulipotyphla",5,25,5,10,103,35
"5044","Scapanus latimanus","latimanus","Scapanus","Talpidae","Eulipotyphla",9,117,9,50,-121.2117,38.52503
"5045","Scapanus orarius","orarius","Scapanus","Talpidae","Eulipotyphla",12,206,10,41,-123.1483,45.70974
"5046","Scapanus townsendii","townsendii","Scapanus","Talpidae","Eulipotyphla",4,32,4,57,-123.3603,45.77843
"5047","Scapteromys aquaticus","aquaticus","Scapteromys","Cricetidae","Rodentia",105,1662,70,46,-59.31795,-33.05108
"5048","Scapteromys meridionalis","meridionalis","Scapteromys","Cricetidae","Rodentia",0,0,0,NA,NA,NA
"5049","Scapteromys tumidus","tumidus","Scapteromys","Cricetidae","Rodentia",41,792,27,50,-57.27561,-34.20634
"5050","Scaptochirus moschatus","moschatus","Scaptochirus","Talpidae","Eulipotyphla",10,112,8,40,113,37.00658
"5051","Scaptonyx fusicaudus","fusicaudus","Scaptonyx","Talpidae","Eulipotyphla",5,62,4,18,102.3378,29.68513
"5052","Sciurillus pusillus","pusillus","Sciurillus","Sciuridae","Rodentia",7,133,7,20,-54.42797,4.14529
"5053","Sciurocheirus alleni","alleni","Sciurocheirus","Galagidae","Primates",13,317,9,50,9,5
"5054","Sciurocheirus gabonensis","gabonensis","Sciurocheirus","Galagidae","Primates",0,0,0,NA,NA,NA
"5055","Sciurocheirus makandensis","makandensis","Sciurocheirus","Galagidae","Primates",0,0,0,NA,NA,NA
"5056","Sciurotamias davidianus","davidianus","Sciurotamias","Sciuridae","Rodentia",35,335,19,31,104.2152,31.84561
"5057","Sciurotamias forresti","forresti","Sciurotamias","Sciuridae","Rodentia",0,0,0,NA,NA,NA
"5058","Sciurus aberti","aberti","Sciurus","Sciuridae","Rodentia",64,899,35,50,-108.1648,36.17661
"5059","Sciurus aestuans","aestuans","Sciurus","Sciuridae","Rodentia",14,323,13,24,-47.56938,-23.87849
"5060","Sciurus alleni","alleni","Sciurus","Sciuridae","Rodentia",0,0,0,NA,-100.0081,25.02853
"5061","Sciurus anomalus","anomalus","Sciurus","Sciuridae","Rodentia",44,188,33,39,31.66486,37.17076
"5062","Sciurus arizonensis","arizonensis","Sciurus","Sciuridae","Rodentia",8,42,6,14,-110.3441,33.3714
"5063","Sciurus aureogaster","aureogaster","Sciurus","Sciuridae","Rodentia",24,276,20,21,-96.73455,18.57431
"5064","Sciurus carolinensis","carolinensis","Sciurus","Sciuridae","Rodentia",648,16853,250,136,-80.37292,39.27242
"5065","Sciurus colliaei","colliaei","Sciurus","Sciuridae","Rodentia",2,31,2,15,-105.3455,22.04241
"5066","Sciurus deppei","deppei","Sciurus","Sciuridae","Rodentia",2,18,2,23,-91.15402,16.23009
"5067","Sciurus flammifer","flammifer","Sciurus","Sciuridae","Rodentia",0,0,0,NA,-61,5
"5068","Sciurus gilvigularis","gilvigularis","Sciurus","Sciuridae","Rodentia",0,0,0,NA,-53,-3.000457
"5069","Sciurus granatensis","granatensis","Sciurus","Sciuridae","Rodentia",23,475,22,42,-77.29688,5.137947
"5070","Sciurus griseus","griseus","Sciurus","Sciuridae","Rodentia",53,709,31,63,-121.3124,39.52694
"5071","Sciurus ignitus","ignitus","Sciurus","Sciuridae","Rodentia",17,176,13,32,-67.58542,-14.74963
"5072","Sciurus igniventris","igniventris","Sciurus","Sciuridae","Rodentia",8,159,7,23,-75.15437,-2.543348
"5073","Sciurus lis","lis","Sciurus","Sciuridae","Rodentia",23,257,17,42,139.3158,37.37323
"5074","Sciurus nayaritensis","nayaritensis","Sciurus","Sciuridae","Rodentia",8,83,4,21,-104.7242,23.62436
"5075","Sciurus niger","niger","Sciurus","Sciuridae","Rodentia",241,4326,108,138,-94.24211,35.65685
"5076","Sciurus oculatus","oculatus","Sciurus","Sciuridae","Rodentia",0,0,0,NA,-100.2507,19.78136
"5077","Sciurus pucheranii","pucheranii","Sciurus","Sciuridae","Rodentia",0,0,0,NA,-75.39839,5.014474
"5078","Sciurus pyrrhinus","pyrrhinus","Sciurus","Sciuridae","Rodentia",0,0,0,NA,-75.6653,-9.67225
"5079","Sciurus richmondi","richmondi","Sciurus","Sciuridae","Rodentia",0,0,0,NA,-84.50295,12.51844
"5080","Sciurus sanborni","sanborni","Sciurus","Sciuridae","Rodentia",0,0,0,NA,-70,-13.00201
"5081","Sciurus spadiceus","spadiceus","Sciurus","Sciuridae","Rodentia",6,37,5,20,-67.36326,-11.19642
"5082","Sciurus stramineus","stramineus","Sciurus","Sciuridae","Rodentia",9,147,7,22,-79.88828,-2.5645
"5083","Sciurus variegatoides","variegatoides","Sciurus","Sciuridae","Rodentia",13,205,10,55,-85.65269,11.9146
"5084","Sciurus vulgaris","vulgaris","Sciurus","Sciuridae","Rodentia",579,10490,258,120,9.767983,58.1025
"5085","Sciurus yucatanensis","yucatanensis","Sciurus","Sciuridae","Rodentia",5,22,5,23,-89.36045,18.48979
"5086","Scleronycteris ega","ega","Scleronycteris","Phyllostomidae","Chiroptera",0,0,0,NA,-65,3
"5087","Scolomys melanops","melanops","Scolomys","Cricetidae","Rodentia",4,22,3,18,-73,-4.002442
"5088","Scolomys ucayalensis","ucayalensis","Scolomys","Cricetidae","Rodentia",3,20,3,18,-70,-7.001072
"5089","Scoteanax rueppellii","rueppellii","Scoteanax","Vespertilionidae","Chiroptera",2,56,2,22,150.9697,-33.09674
"5090","Scotinomys teguina","teguina","Scotinomys","Cricetidae","Rodentia",20,394,17,15,-91.67832,15.34916
"5091","Scotinomys xerampelinus","xerampelinus","Scotinomys","Cricetidae","Rodentia",8,122,8,24,-84,10.00616
"5092","Scotoecus albofuscus","albofuscus","Scotoecus","Vespertilionidae","Chiroptera",0,0,0,NA,31,2.00122
"5093","Scotoecus hirundo","hirundo","Scotoecus","Vespertilionidae","Chiroptera",6,65,5,20,NA,NA
"5094","Scotoecus pallidus","pallidus","Scotoecus","Vespertilionidae","Chiroptera",3,8,2,7,69,29.00484
"5095","Scotomanes ornatus","ornatus","Scotomanes","Vespertilionidae","Chiroptera",4,42,4,60,104.673,21.67956
"5096","Scotonycteris bergmansi","bergmansi","Scotonycteris","Pteropodidae","Chiroptera",0,0,0,NA,13.6664,1.667719
"5097","Scotonycteris occidentalis","occidentalis","Scotonycteris","Pteropodidae","Chiroptera",0,0,0,NA,-7,5.000764
"5098","Scotonycteris zenkeri","zenkeri","Scotonycteris","Pteropodidae","Chiroptera",4,62,3,22,-3.331701,5.669967
"5099","Scotophilus andrewreborii","andrewreborii","Scotophilus","Vespertilionidae","Chiroptera",0,0,0,NA,39,-3.000457
"5100","Scotophilus borbonicus","borbonicus","Scotophilus","Vespertilionidae","Chiroptera",5,59,5,40,17,-23.0037
"5101","Scotophilus celebensis","celebensis","Scotophilus","Vespertilionidae","Chiroptera",0,0,0,NA,NA,NA
"5102","Scotophilus collinus","collinus","Scotophilus","Vespertilionidae","Chiroptera",0,0,0,NA,115,-9
"5103","Scotophilus dinganii","dinganii","Scotophilus","Vespertilionidae","Chiroptera",14,170,10,16,37.25126,-2.252969
"5104","Scotophilus ejetai","ejetai","Scotophilus","Vespertilionidae","Chiroptera",0,0,0,NA,NA,NA
"5105","Scotophilus heathii","heathii","Scotophilus","Vespertilionidae","Chiroptera",13,121,10,21,72.65179,33.05108
"5106","Scotophilus kuhlii","kuhlii","Scotophilus","Vespertilionidae","Chiroptera",40,575,33,33,104.3277,11.68003
"5107","Scotophilus leucogaster","leucogaster","Scotophilus","Vespertilionidae","Chiroptera",10,177,10,48,18.54567,-20.58356
"5108","Scotophilus livingstonii","livingstonii","Scotophilus","Vespertilionidae","Chiroptera",0,0,0,NA,35,1.000152
"5109","Scotophilus marovaza","marovaza","Scotophilus","Vespertilionidae","Chiroptera",0,0,0,NA,47,-16.01001
"5110","Scotophilus nigrita","nigrita","Scotophilus","Vespertilionidae","Chiroptera",4,33,3,52,33.66585,0.5559761
"5111","Scotophilus nucella","nucella","Scotophilus","Vespertilionidae","Chiroptera",1,2,1,6,-1.667482,6.336762
"5112","Scotophilus nux","nux","Scotophilus","Vespertilionidae","Chiroptera",2,26,2,13,30.33333,-0.3333992
"5113","Scotophilus robustus","robustus","Scotophilus","Vespertilionidae","Chiroptera",2,27,2,17,47.17276,-19.62195
"5114","Scotophilus tandrefana","tandrefana","Scotophilus","Vespertilionidae","Chiroptera",1,7,1,13,NA,NA
"5115","Scotophilus trujilloi","trujilloi","Scotophilus","Vespertilionidae","Chiroptera",0,0,0,NA,39.66612,-3.66884
"5116","Scotophilus viridis","viridis","Scotophilus","Vespertilionidae","Chiroptera",2,40,2,22,1.224118,10.5696
"5117","Scotorepens balstoni","balstoni","Scotorepens","Vespertilionidae","Chiroptera",9,163,7,27,146.7886,-32.32968
"5118","Scotorepens greyii","greyii","Scotorepens","Vespertilionidae","Chiroptera",4,57,4,22,147.9347,-32.07
"5119","Scotorepens orion","orion","Scotorepens","Vespertilionidae","Chiroptera",1,8,1,4,150.9869,-32.07435
"5120","Scotorepens sanborni","sanborni","Scotorepens","Vespertilionidae","Chiroptera",0,0,0,NA,144.4089,-16.88901
"5121","Scotozous dormeri","dormeri","Scotozous","Vespertilionidae","Chiroptera",1,64,1,21,91,26.01703
"5122","Scutisorex somereni","somereni","Scutisorex","Soricidae","Eulipotyphla",9,47,5,24,30.59961,-0.6009408
"5123","Scutisorex thori","thori","Scutisorex","Soricidae","Eulipotyphla",0,0,0,NA,21,1.000152
"5124","Sekeetamys calurus","calurus","Sekeetamys","Muridae","Rodentia",19,358,14,38,33.7745,27.31589
"5125","Selevinia betpakdalaensis","betpakdalaensis","Selevinia","Gliridae","Rodentia",0,0,0,NA,NA,NA
"5126","Semnopithecus ajax","ajax","Semnopithecus","Cercopithecidae","Primates",9,31,7,10,81,7.001072
"5127","Semnopithecus dussumieri","dussumieri","Semnopithecus","Cercopithecidae","Primates",7,43,7,8,77.52507,25.04717
"5128","Semnopithecus entellus","entellus","Semnopithecus","Cercopithecidae","Primates",79,1250,47,82,78.99349,23.68972
"5129","Semnopithecus hector","hector","Semnopithecus","Cercopithecidae","Primates",3,14,3,9,80.59201,29.0281
"5130","Semnopithecus hypoleucos","hypoleucos","Semnopithecus","Cercopithecidae","Primates",4,39,4,8,74.98982,15.97408
"5131","Semnopithecus priam","priam","Semnopithecus","Cercopithecidae","Primates",11,74,10,68,78.25448,13.28497
"5132","Semnopithecus schistaceus","schistaceus","Semnopithecus","Cercopithecidae","Primates",11,38,9,6,80.48575,30.49572
"5133","Setifer setosus","setosus","Setifer","Tenrecidae",NA,25,276,22,58,46.59663,-19.68037
"5134","Setonix brachyurus","brachyurus","Setonix","Macropodidae","Diprotodontia",253,3567,112,68,116.437,-33.33867
"5135","Sicista armenica","armenica","Sicista","Dipodidae","Rodentia",0,0,0,NA,NA,NA
"5136","Sicista betulina","betulina","Sicista","Dipodidae","Rodentia",31,245,24,63,13.11526,60.51211
"5137","Sicista caucasica","caucasica","Sicista","Dipodidae","Rodentia",3,10,3,18,41,44.03374
"5138","Sicista caudata","caudata","Sicista","Dipodidae","Rodentia",1,5,1,3,9,53
"5139","Sicista concolor","concolor","Sicista","Dipodidae","Rodentia",1,10,1,7,75,35
"5140","Sicista kazbegica","kazbegica","Sicista","Dipodidae","Rodentia",1,2,1,7,NA,NA
"5141","Sicista kluchorica","kluchorica","Sicista","Dipodidae","Rodentia",2,6,2,18,41,43
"5142","Sicista napaea","napaea","Sicista","Dipodidae","Rodentia",0,0,0,NA,85,49.01004
"5143","Sicista pseudonapaea","pseudonapaea","Sicista","Dipodidae","Rodentia",3,10,3,19,NA,NA
"5144","Sicista severtzovi","severtzovi","Sicista","Dipodidae","Rodentia",6,35,4,22,NA,NA
"5145","Sicista strandi","strandi","Sicista","Dipodidae","Rodentia",4,11,3,22,40,49.01004
"5146","Sicista subtilis","subtilis","Sicista","Dipodidae","Rodentia",15,145,9,25,29.09647,46.7693
"5147","Sicista tianshanica","tianshanica","Sicista","Dipodidae","Rodentia",0,0,0,NA,80.01274,43.8337
"5148","Sigmodon alleni","alleni","Sigmodon","Cricetidae","Rodentia",3,79,2,22,-103.7576,21.56441
"5149","Sigmodon alstoni","alstoni","Sigmodon","Cricetidae","Rodentia",17,338,12,29,-68.5422,7.353106
"5150","Sigmodon arizonae","arizonae","Sigmodon","Cricetidae","Rodentia",12,119,12,49,-110.3244,30.74088
"5151","Sigmodon fulviventer","fulviventer","Sigmodon","Cricetidae","Rodentia",22,749,18,53,-103.5251,22.05654
"5152","Sigmodon hirsutus","hirsutus","Sigmodon","Cricetidae","Rodentia",6,72,6,14,-79.57263,8.147718
"5153","Sigmodon hispidus","hispidus","Sigmodon","Cricetidae","Rodentia",686,12761,269,82,-90.34311,33.23905
"5154","Sigmodon inopinatus","inopinatus","Sigmodon","Cricetidae","Rodentia",0,0,0,NA,-79,-3
"5155","Sigmodon leucotis","leucotis","Sigmodon","Cricetidae","Rodentia",3,56,3,20,-101.3232,22.14863
"5156","Sigmodon mascotensis","mascotensis","Sigmodon","Cricetidae","Rodentia",10,142,10,23,-101.4318,19.04046
"5157","Sigmodon ochrognathus","ochrognathus","Sigmodon","Cricetidae","Rodentia",13,116,10,35,-104.9935,27.95405
"5158","Sigmodon peruanus","peruanus","Sigmodon","Cricetidae","Rodentia",5,100,5,20,-79.85644,-3.57927
"5159","Sigmodon planifrons","planifrons","Sigmodon","Cricetidae","Rodentia",0,0,0,NA,-97,16.01001
"5160","Sigmodon toltecus","toltecus","Sigmodon","Cricetidae","Rodentia",12,111,11,20,-92.63961,18.66895
"5161","Sigmodontomys alfari","alfari","Sigmodontomys","Cricetidae","Rodentia",5,55,5,16,-76.80121,4.820919
"5162","Sigmodontomys aphrastus","aphrastus","Sigmodontomys","Cricetidae","Rodentia",1,12,1,15,NA,NA
"5163","Simias concolor","concolor","Simias","Cercopithecidae","Primates",21,272,11,41,99,-1
"5164","Smilodon populator","populator","Smilodon","Felidae","Carnivora",34,576,26,19,-65,-21.00335
"5165","Sminthopsis aitkeni","aitkeni","Sminthopsis","Dasyuridae","Dasyuromorphia",3,17,3,24,NA,NA
"5166","Sminthopsis archeri","archeri","Sminthopsis","Dasyuridae","Dasyuromorphia",2,18,2,17,142.1999,-11.018
"5167","Sminthopsis bindi","bindi","Sminthopsis","Dasyuridae","Dasyuromorphia",1,7,1,10,132.1442,-14.16635
"5168","Sminthopsis butleri","butleri","Sminthopsis","Dasyuridae","Dasyuromorphia",3,72,3,23,127,-15.00234
"5169","Sminthopsis crassicaudata","crassicaudata","Sminthopsis","Dasyuridae","Dasyuromorphia",216,4141,109,60,141.1509,-32.18904
"5170","Sminthopsis dolichura","dolichura","Sminthopsis","Dasyuridae","Dasyuromorphia",9,66,7,27,133.3528,-31.68666
"5171","Sminthopsis douglasi","douglasi","Sminthopsis","Dasyuridae","Dasyuromorphia",18,276,15,30,143.0089,-21.35591
"5172","Sminthopsis fuliginosus","fuliginosus","Sminthopsis","Dasyuridae","Dasyuromorphia",2,1,2,2,117.9362,-32.14081
"5173","Sminthopsis gilberti","gilberti","Sminthopsis","Dasyuridae","Dasyuromorphia",2,22,2,24,117.6626,-32.56237
"5174","Sminthopsis granulipes","granulipes","Sminthopsis","Dasyuridae","Dasyuromorphia",1,2,1,7,117.3918,-31.64444
"5175","Sminthopsis griseoventer","griseoventer","Sminthopsis","Dasyuridae","Dasyuromorphia",8,59,5,24,116.6754,-33.39378
"5176","Sminthopsis hirtipes","hirtipes","Sminthopsis","Dasyuridae","Dasyuromorphia",11,491,8,34,126.4423,-26.89944
"5177","Sminthopsis leucopus","leucopus","Sminthopsis","Dasyuridae","Dasyuromorphia",23,287,14,43,146.7967,-38.27961
"5178","Sminthopsis longicaudata","longicaudata","Sminthopsis","Dasyuridae","Dasyuromorphia",3,18,3,36,118.2372,-22.78071
"5179","Sminthopsis macroura","macroura","Sminthopsis","Dasyuridae","Dasyuromorphia",117,2336,57,41,138.1576,-29.55596
"5180","Sminthopsis murina","murina","Sminthopsis","Dasyuridae","Dasyuromorphia",70,1789,42,49,147.3001,-32.71445
"5181","Sminthopsis ooldea","ooldea","Sminthopsis","Dasyuridae","Dasyuromorphia",9,78,8,34,132.4742,-27.74103
"5182","Sminthopsis psammophila","psammophila","Sminthopsis","Dasyuridae","Dasyuromorphia",9,61,8,13,132,-31.00524
"5183","Sminthopsis virginiae","virginiae","Sminthopsis","Dasyuridae","Dasyuromorphia",15,372,9,35,NA,NA
"5184","Sminthopsis youngsoni","youngsoni","Sminthopsis","Dasyuridae","Dasyuromorphia",17,485,12,29,132.4681,-22.53712
"5185","Smutsia gigantea","gigantea","Smutsia",NA,NA,13,109,10,5,-9,7.009655
"5186","Smutsia temminckii","temminckii","Smutsia","Manidae","Pholidota",34,397,25,63,28.60373,-24.2151
"5187","Solenodon cubanus","cubanus","Solenodon","Solenodontidae","Eulipotyphla",11,203,11,54,1,-1.000152
"5188","Solenodon marcanoi","marcanoi","Solenodon","Solenodontidae","Eulipotyphla",1,20,1,21,-73,19.00301
"5189","Solenodon paradoxus","paradoxus","Solenodon","Solenodontidae","Eulipotyphla",21,340,16,53,-71,19.00301
"5190","Solisorex pearsoni","pearsoni","Solisorex","Soricidae","Eulipotyphla",0,0,0,NA,81,7
"5191","Solomys ponceleti","ponceleti","Solomys","Muridae","Rodentia",0,0,0,NA,155,-7
"5192","Solomys salamonis","salamonis","Solomys","Muridae","Rodentia",1,3,1,8,NA,NA
"5193","Solomys salebrosus","salebrosus","Solomys","Muridae","Rodentia",1,21,1,27,NA,NA
"5194","Solomys sapientis","sapientis","Solomys","Muridae","Rodentia",0,0,0,NA,159,-9.001382
"5195","Sommeromys macrorhinos","macrorhinos","Sommeromys","Muridae","Rodentia",0,0,0,NA,120,-3.000457
"5196","Sooretamys angouya","angouya","Sooretamys","Cricetidae","Rodentia",25,253,22,15,-55.65925,-25.37682
"5197","Sorex alaskanus","alaskanus","Sorex","Soricidae","Eulipotyphla",1,13,1,8,-135,59
"5198","Sorex alpinus","alpinus","Sorex","Soricidae","Eulipotyphla",22,113,19,39,10.01258,46.72897
"5199","Sorex antinorii","antinorii","Sorex","Soricidae","Eulipotyphla",12,193,10,20,9.453392,45.92477
"5200","Sorex araneus","araneus","Sorex","Soricidae","Eulipotyphla",916,15094,324,91,12.59708,58.91361
"5201","Sorex arcticus","arcticus","Sorex","Soricidae","Eulipotyphla",8,87,7,55,-100.7031,50.22843
"5202","Sorex arizonae","arizonae","Sorex","Soricidae","Eulipotyphla",3,13,3,32,-110,31.00524
"5203","Sorex arunchi","arunchi","Sorex","Soricidae","Eulipotyphla",3,83,2,21,NA,NA
"5204","Sorex asper","asper","Sorex","Soricidae","Eulipotyphla",2,31,2,11,85,43
"5205","Sorex bairdi","bairdi","Sorex","Soricidae","Eulipotyphla",2,97,2,21,-122.3414,45.69992
"5206","Sorex bedfordiae","bedfordiae","Sorex","Soricidae","Eulipotyphla",8,30,6,13,103.6711,30.35184
"5207","Sorex bendirii","bendirii","Sorex","Soricidae","Eulipotyphla",10,245,8,34,-122.4281,47.07369
"5208","Sorex buchariensis","buchariensis","Sorex","Soricidae","Eulipotyphla",1,1,1,18,NA,NA
"5209","Sorex caecutiens","caecutiens","Sorex","Soricidae","Eulipotyphla",69,690,35,56,25.52201,59.63343
"5210","Sorex camtschatica","camtschatica","Sorex","Soricidae","Eulipotyphla",1,35,1,19,151,60.06055
"5211","Sorex cansulus","cansulus","Sorex","Soricidae","Eulipotyphla",0,0,0,NA,NA,NA
"5212","Sorex cinereus","cinereus","Sorex","Soricidae","Eulipotyphla",161,2717,65,69,-79.64934,43.79076
"5213","Sorex coronatus","coronatus","Sorex","Soricidae","Eulipotyphla",42,756,30,44,2.012915,47.18161
